Class,Order,Family,Species,FishBase Common name,All Common Name/s Aus/Global English (FishBase),AFD Preferred Common Name
Osteichthyes,Gobiiformes,Gobiidae,Cristatogobius rubripectoralis,Redfin crestedgoby ,Redfin crestedgoby (English),Redfin Crestedgoby
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentroides gobioides,Crested oystergoby ,Crested oystergoby (English),Crested Oystergoby
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentroides insignis,Insignia prawn-goby ,,
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentrus bulbiceps,Bluelined shrimpgoby ,Bluelined shrimpgoby (English),Bluelined Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentrus caeruleomaculatus,Blue-speckled prawn-goby ,,Bluespotted Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentrus cebuanus,Cebu shrimpgoby ,Cebu shrimpgoby (English),Cebu Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentrus cinctus,Yellow prawn-goby ,Yellow shrimp goby (English),Yellow Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentrus fasciatus,Y-bar shrimp goby ,Y-bar shrimp goby (English),Y-bar Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentrus inexplicatus,Inexplicable shrimpgoby ,,Inexplicable Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentrus insignitus,Signal goby ,Signal goby (English),Signal Goby
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentrus leucostictus,Saddled prawn-goby ,Saddled shrimp goby (English),Saddled Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentrus maudae,Maude's shrimpgoby ,Maude's shrimpgoby (English),Maude's Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentrus melanopus,,,
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentrus strigilliceps,Target shrimp goby ,Target shrimp goby (English),Target Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Cryptocentrus tentaculatus,Tentacle shrimpgoby ,Tentacle shrimpgoby (English),Tentacle Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Ctenogobiops aurocingulus,Gold-streaked prawn-goby ,"Gold-streaked prawn-goby (English), Gold-streaked shrimpgoby (English)",Goldstreaked Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Ctenogobiops crocineus,,"Seychelles shrimpgoby (English), Silverspot shrimpgoby (English)",Silverspot Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Ctenogobiops feroculus,Sandy prawn-goby ,Fierce shrimpgoby (English),Fierce Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Ctenogobiops mitodes,Thread shrimpgoby ,Thread shrimpgoby (English),
Osteichthyes,Gobiiformes,Gobiidae,Ctenogobiops pomastictus,Gold-specked prawn-goby ,Spotfin shrimp goby (English),Goldspeckled Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Ctenogobiops tangaroai,Tangaroa shrimpgoby ,"Masted shrimp goby (English), Tangaroa shrimpgoby (English)",Tangaroa Shrimpgoby
Osteichthyes,Gobiiformes,Gobiidae,Ctenotrypauchen chinensis,,,
Osteichthyes,Gobiiformes,Gobiidae,Discordipinna griessingeri,Spikefin goby ,Spikefin goby (English),Spikefin Goby
Osteichthyes,Gobiiformes,Gobiidae,Drombus dentifer,Yellow Drombus ,Yellow Drombus (English),Yellow Drombus
Osteichthyes,Gobiiformes,Gobiidae,Drombus globiceps,Kranji drombus ,Kranji drombus (English),Kranji Drombus
Osteichthyes,Gobiiformes,Gobiidae,Drombus halei,Hale's drombus ,Hale's drombus (English),Hale's Drombus
Osteichthyes,Gobiiformes,Gobiidae,Drombus lepidothorax,White-edge drombus ,White-edge drombus (English),White-edge Drombus
Osteichthyes,Gobiiformes,Gobiidae,Drombus ocyurus,Bluemarked drombus ,Bluemarked drombus (English),Bluemarked Drombus
Osteichthyes,Gobiiformes,Gobiidae,Drombus simulus,Pinafore goby ,Pinafore goby (English),Pinafore Goby
Osteichthyes,Gobiiformes,Gobiidae,Drombus triangularis,Brown drombus ,Brown drombus (English),Brown Drombus
Osteichthyes,Gobiiformes,Gobiidae,Echinogobius hayashii,Cheek-streaked goby ,,Cheekstreak Goby
Osteichthyes,Gobiiformes,Gobiidae,Egglestonichthys bombylios,Egglestone's bumblebee goby ,Egglestone's bumblebee goby (English),Egglestone's Bumblebee Goby
Osteichthyes,Gobiiformes,Gobiidae,Eugnathogobius mindora,Stripe-face Calamiana ,Stripe-face Calamiana (English),Stripe-face Calamiana
Osteichthyes,Gobiiformes,Gobiidae,Eugnathogobius stictos,,,
Osteichthyes,Gobiiformes,Gobiidae,Eviota afelei,Afele's dwarfgoby ,Afele's dwarfgoby (English),Afele's Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota atriventris,Blackbelly dwarfgoby ,Neon Eviota (English),Neon Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota bifasciata,Twostripe dwarfgoby ,"Doublebar goby (English), Twostripe dwarfgoby (English), Twostripe Eviota (English)",Twostripe Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota bimaculata,Twin-occipital dwarfgoby ,"Twin-occipital dwarfgoby (English), Twospot Eviota (English), Twospot fringedfin goby (English), Twospot goby (English)",Twospot Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota bipunctata,Variable dwarfgoby ,"Twinspot dwarfgoby (English), Variable dwarfgoby (English)",
Osteichthyes,Gobiiformes,Gobiidae,Eviota cometa,Comet dwarfgoby ,"Comet dwarfgoby (English), Comet Eviota (English), Comet pygmy goby (English)",Comet Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota distigma,Twospot dwarfgoby ,"Distigma Eviota (English), Twospot dwarfgoby (English), Twospot pygmy goby (English)",Distigma Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota fasciola,Barred dwarfgoby ,"Barred dwarfgoby (English), Barred Eviota (English), Barred pygmy goby (English)",Barred Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota herrei,Herre's dwarfgoby ,"Herre's dwarfgoby (English), Herre's Eviota (English), Herre's pygmy goby (English)",Herre's Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota hoesei,Hoese's dwarfgoby ,"Doug's Eviota (English), Hoese's dwarfgoby (English)",Doug's Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota infulata,Shouldermark dwarfgoby ,"Epaulet dwarfgoby (English), Shouldermark dwarfgoby (English), Shouldermark Eviota (English), Shoulder-mark pygmy goby (English), Smith's coral goby (English)",Shouldermark Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota inutilis,Chestspot dwarfgoby ,"Chestspot dwarfgoby (English), Chestspot Eviota (English)",Chestspot Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota korechika,Korechika's dwarfoby ,Korechika's dwarfoby (English),
Osteichthyes,Gobiiformes,Gobiidae,Eviota lachdeberei,Lachdebere's dwarfgoby ,"Lachdebere's dwarfgoby (English), Redlight Eviota (English)",Redlight Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota latifasciata,Brownbanded dwarfgoby ,"Brownbanded dwarfgoby (English), Brown-banded dwarfgoby (English)",
Osteichthyes,Gobiiformes,Gobiidae,Eviota maculosa,Polkadot dwarfgoby ,Polkadot dwarfgoby (English),Finespot Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota melanosphena,Wedge dwarfgoby ,Wedge dwarfgoby (English),
Osteichthyes,Gobiiformes,Gobiidae,Eviota melasma,Headspot dwarfgoby ,"Headspot dwarfgoby (English), Headspot Eviota (English)",Headspot Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota monostigma,Singlespot dwarfgoby ,"Singlespot dwarfgoby (English), Singlespot Eviota (English)",Singlespot Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota nebulosa,Nebulous dwarfgoby ,"Nebulous dwarfgoby (English), Palespot Eviota (English)",Palespot Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota prasina,Greenbubble dwarfgoby ,"Greenbubble dwarfgoby (English), Rubble Eviota (English)",Rubble Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota prasites,Hairfin dwarfgoby ,"Hairfin dwarfgoby (English), Hairfin Eviota (English)",Hairfin Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota punyit,Punyit dwarfgoby ,Punyit dwarfgoby (English),
Osteichthyes,Gobiiformes,Gobiidae,Eviota queenslandica,Queensland dwarfgoby ,"Queensland dwarfgoby (English), Queensland eviota (English)",Queensland Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota readerae,Reader's dwarfgoby ,"Reader's dwarfgoby (English), Sally's eviota (English)",Sally's Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota sebreei,Sebree's dwarfgoby ,"Redstripe dwarfgoby (English), Sebree's dwarfgoby (English), Striped dwarfgoby (English), Striped pygmygoby (English)",Striped Eviota
Osteichthyes,Gobiiformes,Gobiidae,Eviota sigillata,Adorned dwarfgoby ,"Adorned dwarfgoby (English), Sign Eviota (English)",Sign Eviota
