Class,Order,Family,Species,FishBase Common name,All Common Name/s Aus/Global English (FishBase),AFD Preferred Common Name,AFD Authority,Status: CITES,Status: CMS,"Status: IUCN Red List (CR = Critically endangered
EN = Endangered VU = vulnerable NT = near threatened LC = Least Concern DD = Data Deficient NE = Not Evaluated)",Status: EPBC Act (CR = Critically endangered EN = Endangered VU = vulnerable CD = conservation dependent),Assembly submitters,Assembly URLs,In progress as listed on 10K and/or VGP and/or Squalomix pages?,Mitogenome,Occurrence in Australia,Occurrence: Freshwater,Occurrence: Brackish,Occurrence: Saltwater,Occurrence: Zone/Association,Occurrence: GBIF in WA,Occurrence: GBIF outside WA,Occurrence: OBIS in WA,Occurrence: OBIS outside WA,Estimated genome size: Average c-value (mass in pg),Estimated genome size: Gbp (1*c-value = 978 Mbp),Estimated genome size: Average chromosome number,Estimated genome size: source,Target species? Criterion,Source Contact,Fisheries: EEZ_ISO,Fisheries: EEZ_country,Fisheries: Has Fishbase data?,Fisheries: In FAO ASFIS species list?,Fisheries: In Sea Around Us database?,Fisheries: Importance (Source: Fishbase),Fisheries: Global fisheries index: has relative biomass for this species?,Fisheries: Global fisheries index: has relative biomass for this genus?,Fisheries: Global fisheries index: has relative biomass for this family?,ORG.one: Subspecies,ORG.one: Subpopulation,ORG.one: Kingdom,ORG.one: Status
Osteichthyes,Gobiiformes,Eleotridae,Kimberleyeleotris hutchinsi,Mitchell gudgeon ,Mitchell gudgeon (English),Mitchell Gudgeon,"Kimberleyeleotris hutchinsi Hoese & Allen, 1987",,,VU,,,,,,endemic ,1,0,0,demersal,1,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Kimberleyeleotris notata,Drysdale gudgeon ,Drysdale gudgeon (English),Drysdale Gudgeon,"Kimberleyeleotris notata Hoese & Allen, 1987",,,CR,,,,,,endemic ,1,0,0,demersal,3,0,0,0,,,,,,,,,,,,,,,,None,None,ANIMALIA,unclaimed
Osteichthyes,Gobiiformes,Eleotridae,Mogurnda adspersa,Southern purplespotted gudgeon ,"Purple-spotted gudgeon (English), Southern purplespotted gudgeon (English)",Southern Purplespotted Gudgeon,"Mogurnda adspersa (Castelnau, 1878)",,,LC,,,,,NC_024058,endemic ,1,0,0,benthopelagic,0,409,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Mogurnda clivicola,Flinders ranges mogurnda ,Flinders ranges mogurnda (English),Flinders Ranges Mogurnda,"Mogurnda clivicola Allen & Jenkins, 1999",,,EN,VU,,,,,native ,1,0,0,benthopelagic,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Mogurnda larapintae,Desert mogurnda ,Desert mogurnda (English),Desert Mogurnda,"Mogurnda larapintae (Zietz, 1896)",,,NT,,,,,,native ,1,0,0,benthopelagic,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Mogurnda mogurnda,Northern trout gudgeon ,"Northern purplespotted gudgeon (English), Northern trout gudgeon (English), Trout mogurnda (English)",Northern Purplespotted Gudgeon,"Mogurnda mogurnda Richardson, 1844",,,LC,,,,,,native ,1,0,0,benthopelagic,21,93,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Mogurnda oligolepis,Kimberley mogurnda ,"False-spotted gudgeon (English), Kimberley mogurnda (English), Loothoo (Gooniyandi), Luthu (Bunuba), Nyagurlman (Ngarinyin)",Kimberley Mogurnda,"Mogurnda oligolepis Allen & Jenkins, 1999",,,LC,,,,,,native ,1,0,0,benthopelagic,12,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Mogurnda thermophila,Dalhousie mogurnda ,Dalhousie mogurnda (English),Dalhousie Mogurnda,"Mogurnda thermophila Allen & Jenkins, 1999",,,CR,,,,,,native ,1,0,0,benthopelagic,0,0,0,0,,,,,,,,,,,,,,,,None,None,ANIMALIA,unclaimed
Osteichthyes,Gobiiformes,Eleotridae,Philypnodon grandiceps,Flathead gudgeon ,"Big-headed gudgeon (English), Bull head (English), Bull-headed gudgeon (English), Collundera (English), Flathead gudgeon (English), Flat-headed gudgeon (English), Yarra gudgeon (English)",Flathead Gudgeon,"Philypnodon grandiceps (Krefft, 1864)",,,LC,,,,,,endemic ,1,1,0,demersal,1,3242,1,261,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Philypnodon macrostomus,,,,,,,LC,,,,,,native ,1,1,1,demersal,0,437,0,41,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Tyson belos,Arrow wriggler ,"Arrow wriggler (English), Tyson's arrow goby (English)",,,,,LC,,,,,,native ,0,0,1,reef-associated,0,1,0,2,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Eleotridae,Xenisthmus chi,Chi wriggler ,Chi wriggler (English),,,,,,,,,,,native ,0,0,1,demersal,2,0,2,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Xenisthmus clarus,Clear wriggler ,Clear wriggler (English),,,,,LC,,,,,,native ,0,0,1,demersal,2,1,2,2,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Xenisthmus eirospilus,Spotted wriggler ,Spotted wriggler (English),,,,,LC,,,,,,native ,0,0,1,demersal,0,4,0,6,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Eleotridae,Xenisthmus polyzonatus,Bullseye wriggler ,"Barred wriggler (English), Bullseye wriggler (English)",,,,,LC,,,,,,native ,0,0,1,reef-associated,1,15,2,29,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Eleotridae,Xenisthmus semicinctus,Halfbelt wriggler ,Halfbelt wriggler (English),,,,,,,,,,,native ,0,0,1,reef-associated,2,0,2,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Acentrogobius caninus,Tropical sand goby ,"Dog-toothed goby (English), Tropical sand goby (English)",Green-shoulder Goby,"Acentrogobius caninus (Valenciennes, 1837)",,,LC,,,,,NC_041193,native ,1,1,1,demersal,5,96,12,164,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Acentrogobius janthinopterus,Robust mangrove goby ,Robust mangrove goby (English),Robust Mangrovegoby,"Acentrogobius janthinopterus (Bleeker, 1852)",,,LC,,,,,,native ,1,1,1,reef-associated,0,10,1,20,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Acentrogobius moloanus,Barcheek Amoya ,Barcheek Amoya (English),,,,,,,,,,,native ,0,1,1,demersal,2,4,4,13,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Acentrogobius nebulosus,Shadow goby ,"Hairfin goby (English), Shadow goby (English)",,,,,,,,,,,native ,1,1,1,reef-associated,76,462,78,879,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Acentrogobius viridipunctatus,Spotted green goby ,Spotted green goby (English),Greenspotted Goby,"Acentrogobius viridipunctatus (Valenciennes, 1837)",,,LC,,,,,,native ,1,1,1,demersal,6,39,11,86,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Afurcagobius suppositus,Southwestern goby ,"Long-headed goby (English), Southwestern goby (English), South-western goby (English)",Southwestern Goby,"Afurcagobius suppositus (Sauvage, 1880)",,,,,,,,,endemic ,1,1,1,benthopelagic,24,0,33,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Afurcagobius tamarensis,Tamar River goby ,"Tamar River goby (English), Tasman goby (English)",Tamar Goby,"Afurcagobius tamarensis (Johnston, 1883)",,,,,,,,,native ,1,1,0,demersal,2,1321,4,263,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Aioliops tetrophthalmus,,Four-eye mini dartgoby (English),,,,,,,,,,,native ,0,0,1,reef-associated,0,28,0,47,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris callopareia,Beautiful-cheek shrimpgoby ,Beautiful-cheek shrimpgoby (English),Beautiful-cheek Shrimpgoby,"Amblyeleotris callopareia Polunin & Lubbock, 1979",,,DD,,,,,,native ,0,0,1,demersal,0,3,0,6,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris diagonalis,Diagonal shrimp goby ,"Diagonal shrimp goby (English), Diagonal shrimpgoby (English), Slantbar shrimpgoby (English)",Diagonal Shrimpgoby,"Amblyeleotris diagonalis Polunin & Lubbock, 1979",,,LC,,,,,,native ,0,0,1,reef-associated,1,13,2,17,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris fasciata,Red-banded prawn-goby ,,Redbanded Shrimpgoby,"Amblyeleotris fasciata (Herre, 1953)",,,LC,,,,,,native ,0,0,1,reef-associated,0,3,0,2,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris fontanesii,Giant prawn-goby ,Giant shrimpgoby (English),Giant Shrimpgoby,"Amblyeleotris fontanesii (Bleeker, 1852)",,,LC,,,,,,native ,0,1,1,reef-associated,1,7,1,10,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris guttata,Spotted prawn-goby ,"Blackchest shrimpgoby (English), Spotted shrimp goby (English)",Blackchest Shrimpgoby,"Amblyeleotris guttata (Fowler, 1938)",,,LC,,,,,,native ,0,0,1,reef-associated,1,87,2,55,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris gymnocephala,Masked shrimpgoby ,Mask shrimpgoby (English),,,,,LC,,,,,,native ,0,1,1,reef-associated,11,5,8,5,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris macronema,Longspine shrimpgoby ,Longspine shrimpgoby (English),Longspine Shrimpgoby,"Amblyeleotris macronema Polunin & Lubbock, 1979",,,,,,,,,endemic ,0,0,1,reef-associated,0,1,0,2,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris ogasawarensis,Redspotted shrimpgoby ,Redspotted shrimpgoby (English),Redspotted Shrimpgoby,"Amblyeleotris ogasawarensis Yanagisawa, 1978",,,LC,,,,,,native ,0,0,1,demersal,0,11,0,12,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris periophthalma,Periophthalma prawn-goby ,"Broadbanded shrimpgoby (English), Periophthalma prawn-goby (English)",,,,,LC,,,,,,native ,0,0,1,reef-associated,3,18,1,2,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris randalli,Randall's prawn-goby ,Sailfin shrimpgoby (English),Sailfin Shrimpgoby,"Amblyeleotris randalli Hoese & Steene, 1978",,,LC,,,,,,native ,0,0,1,reef-associated,0,1,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris rhyax,Volcano shrimpgoby ,,Volcano Shrimpgoby,"Amblyeleotris rhyax Polunin & Lubbock, 1979",,,,,,,,,native ,0,0,1,reef-associated,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris rubrimarginata,Redmargin shrimpgoby ,Redmargin shrimpgoby (English),Redmargin Shrimpgoby,"Amblyeleotris rubrimarginata Mohlmann & Randall, 2002",,,,,,,,,native ,0,0,1,demersal,0,31,0,38,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris steinitzi,Steinitz' prawn-goby ,Steinitz' shrimp goby (English),Steinitz's Shrimpgoby,"Amblyeleotris steinitzi (Klausewitz, 1974)",,,LC,,,,,,native ,0,1,1,reef-associated,21,121,4,94,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyeleotris wheeleri,Gorgeous prawn-goby ,"Burgundy shrimpgoby (English), Wheeler's shrimp-goby (English)",Burgundy Shrimpgoby,"Amblyeleotris wheeleri (Polunin & Lubbock, 1977)",,,LC,,,,,,native ,0,0,1,reef-associated,32,78,20,29,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblygobius albimaculatus,Butterfly goby ,Butterfly goby (English),,,,,LC,,,,,,native ,0,1,1,reef-associated,0,8,0,11,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblygobius bynoensis,Bynoe goby ,"Byno goby (English), Bynoe goby (English), Bynoe's goby (English)",Bynoe Goby,"Amblygobius bynoensis (Richardson, 1844)",,,LC,,,,,,native ,0,1,1,demersal,60,98,57,176,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblygobius decussatus,Orange-striped goby ,"Crossed goby (English), Orange-striped goby (English)",Crosshatch Goby,"Amblygobius decussatus (Bleeker, 1855)",,,LC,,,,,,native ,0,1,1,reef-associated,7,288,9,87,0.87,0.85086,,"Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblygobius nocturnus,Nocturn goby ,"Nocturn goby (English), Pyjama goby (English)",Pyjama Goby,"Amblygobius nocturnus (Herre, 1945)",,,LC,,,,,,native ,0,0,1,reef-associated,20,133,20,67,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblygobius phalaena,Whitebarred goby ,"Banded goby (English), Whitebarred goby (English)",Whitebarred Goby,"Amblygobius phalaena (Valenciennes, 1837)",,,LC,,,,,,native ,0,0,1,reef-associated,348,867,81,436,0.98,0.95844,,"Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblygobius sphynx,Sphinx goby ,"Sphinx goby (English), Sphynx goby (English)",Sphynx Goby,"Amblygobius sphynx (Valenciennes, 1837)",,,LC,,,,,,native ,0,1,1,reef-associated,1,43,0,62,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amblyotrypauchen arctocephalus,Armour eelgoby ,Armour eelgoby (English),Armour Eelgoby,"Amblyotrypauchen arctocephalus (Alcock, 1890)",,,LC,,,,,NC_058264,native ,0,0,1,demersal,0,20,0,16,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amoya gracilis,Bluespotted mangrove goby ,"Bluespotted mangrove goby (English), Bluespotted mangrovegoby (English), Mangrove goby (English)",Bluespotted Mangrovegoby,"Amoya gracilis (Bleeker, 1875)",,,LC,,,,,,native ,0,1,1,demersal,7,36,10,66,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Amoya madraspatensis,Manyband goby ,Manyband goby (English),Manyband Goby,"Amoya madraspatensis (Day, 1868)",,,,,,,,,native ,1,1,1,demersal,1,1,1,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Ancistrogobius dipus,Double-fin cheek-hook goby ,,,,,,,,,,,,native ,0,0,1,benthopelagic,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Arenigobius bifrenatus,,Bridled goby (English),Bridled Goby,"Arenigobius bifrenatus (Kner, 1865)",,,,,,,,,endemic ,0,1,1,demersal,10,1134,14,251,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Arenigobius frenatus,Halfbridled goby ,"Halfbridled goby (English), Half-bridled goby (English)",Halfbridled Goby,"Arenigobius frenatus (Günther, 1861)",,,,,,,,,endemic ,0,1,1,demersal,0,166,0,298,1.23,1.20294,,"Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Arenigobius leftwichi,Oyster goby ,"Oyster goby (English), Oystergoby (English)",Oystergoby,"Arenigobius leftwichi (Ogilby, 1910)",,,LC,,,,,,native ,0,0,1,demersal,0,28,0,46,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Asterropteryx ensifera,Miller's damsel ,Miller's damsel (English),Cheekspine Goby,"Asterropteryx ensifera (Bleeker, 1874)",,,LC,,,,,,native ,0,1,1,reef-associated,0,18,0,35,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Asterropteryx semipunctata,Starry goby ,Starry goby (English),Starry Goby,"Asterropteryx semipunctata Rüppell, 1830",,,LC,,,,,,native ,0,0,1,reef-associated,118,249,29,312,1.11,1.08558,,"Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Asterropteryx spinosa,Eyebar spiny goby ,,Eyebar Spinygoby,"Asterropteryx spinosa (Goren, 1981)",,,LC,,,,,,native ,0,0,1,reef-associated,3,24,3,53,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Austrolethops wardi,Small-eyed goby ,Small-eyed goby (English),Nudey Goby,"Austrolethops wardi Whitley, 1935",,,LC,,,,,,native ,0,0,1,reef-associated,0,3,0,6,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Awaous acritosus,Roman nose goby ,Roman nose goby (English),Roman-nose Goby,"Awaous acritosus Watson, 1994",,,LC,,,,,,native ,1,0,0,benthopelagic,0,132,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Awaous guamensis,,,,,,,LC,,,,,,native ,1,1,1,demersal,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Barbuligobius boehlkei,Cryptic bearded goby ,Cryptic bearded goby (English),Cryptic Bearded Goby,"Barbuligobius boehlkei Lachner & McKinney, 1974",,,LC,,,,,,native ,0,0,1,demersal,14,8,5,14,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bathygobius aeolosoma,,,,,,,LC,,,,,,native ,0,0,1,demersal,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bathygobius coalitus,Whitespotted frillgoby ,Whitespotted frillgoby (English),Whitespotted Frillgoby,"Bathygobius coalitus (Bennett, 1832)",,,LC,,,,,NC_037141,native ,0,0,1,reef-associated,1,36,0,42,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bathygobius cocosensis,Cocos frill-goby ,Cocos goby (English),Cocos Frillgoby,"Bathygobius cocosensis (Bleeker, 1854)",,,LC,,,,,,native ,0,1,1,reef-associated,180,127,187,229,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bathygobius cotticeps,Cheekscaled frill-goby ,,Cheekscaled Frillgoby,"Bathygobius cotticeps (Steindachner, 1880)",,,LC,,,,,,native ,0,1,1,reef-associated,0,2,0,6,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bathygobius cyclopterus,Spotted frillgoby ,"Cyclops frillgoby (English), Spotted frillgoby (English)",Cyclops Frillgoby,"Bathygobius cyclopterus (Valenciennes, 1837)",,,LC,,,,,,native ,0,1,1,reef-associated,1,24,1,40,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bathygobius fuscus,Dusky frillgoby ,"Common goby (English), Dusky frillgoby (English), Frill goby (English)",Dusky Frillgoby,"Bathygobius fuscus (Rüppell, 1830)",,,LC,,,,,,native ,1,1,1,reef-associated,112,156,124,293,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bathygobius krefftii,Krefft's frillgoby ,"Frayedfin goby (English), Freyed-fin goby (English), Krefft's frillgoby (English), Krefft's goby (English), Mottled goby (English)",Krefft's Frillgoby,"Bathygobius krefftii (Steindachner, 1866)",,,,,,,,,endemic ,0,1,1,demersal,0,113,0,114,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bathygobius laddi,Brownboy goby ,,Ladd's Frillgoby,"Bathygobius laddi (Fowler, 1931)",,,LC,,,,,,native ,0,0,1,reef-associated,67,69,61,127,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bathygobius meggitti,Meggitt's goby ,,Meggitt's Frillgoby,"Bathygobius meggitti (Hora & Mukerji, 1936)",,,LC,,,,,,native ,0,1,1,demersal,0,11,0,15,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bathygobius petrophilus,,,,,,,,,,,,,native ,0,1,1,demersal,0,0,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bryaninops amplus,Large whip goby ,Large whip goby (English),Large Whipgoby,"Bryaninops amplus Larson, 1985",,,LC,,,,,,native ,0,0,1,reef-associated,7,94,9,128,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bryaninops annella,,,,,,,,,,,,,native ,0,0,1,pelagic-neritic,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bryaninops erythrops,Erythrops goby ,"Erythrops goby (English), Fire-coral goby (English)",Fire-coral Goby,"Bryaninops erythrops (Jordan & Seale, 1906)",,,LC,,,,,,native ,0,0,1,reef-associated,0,17,0,28,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bryaninops isis,Isis goby ,Isis goby (English),Isis Goby,"Bryaninops isis Larson, 1985",,,LC,,,,,,native ,1,1,1,reef-associated,0,31,0,58,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bryaninops loki,Loki whip-goby ,Loki whip-goby (English),Loki Whipgoby,"Bryaninops loki Larson, 1985",,,LC,,,,,,native ,0,0,1,reef-associated,19,24,22,47,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bryaninops natans,Redeye goby ,"Purple-eye goby (English), Redeye goby (English)",Purple-eye Goby,"Bryaninops natans Larson, 1985",,,NT,,,,,,native ,0,0,1,reef-associated,9,60,7,25,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bryaninops nexus,Upside-down goby ,,Upside-down Goby,"Bryaninops nexus Larson, 1987",,,,,,,,,native ,0,0,1,reef-associated,5,5,5,11,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bryaninops ridens,Ridens goby ,Porites goby (English),Porites Goby,"Bryaninops ridens Smith, 1959",,,LC,,,,,,native ,0,0,1,reef-associated,0,8,0,15,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bryaninops tectus,,,,,,,,,,,,,native ,0,0,1,pelagic-neritic,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bryaninops tigris,Black coral goby ,"Antipatharia goby (English), Black coral goby (English)",Antipatharia Goby,"Bryaninops tigris Larson, 1985",,,LC,,,,,,native ,0,0,1,reef-associated,0,6,0,11,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Bryaninops yongei,Whip coral goby ,"Seawhip goby (English), Whip coral goby (English), Yonge's coralgoby (English)",Seawhip Goby,"Bryaninops yongei (Davis & Cohen, 1968)",,,LC,,,,,,native ,0,0,1,reef-associated,3,58,5,76,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Gobiidae,Cabillus lacertops,Lizard cabillus ,Lizard cabillus (English),Lizard Cabillus,"Cabillus lacertops Smith, 1959",,,LC,,,,,,native ,0,0,1,reef-associated,1,4,1,8,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
